doy,weekday,time,Montreal Net Radiation - CWTA (W/m2),Montreal Relative Humidity - CWTA,Montreal Temperature - CWTA (C),Montreal Wind Speed - CWTA (km/h),Real Power Demand - Downtown Main Entrance (kW)
216,4,195,-60.75,0.7424999999999999,21.75,4.5,19177.125
216,4,210,-60.5,0.755,21.5,5.0,19081.56
216,4,225,-60.25,0.7675000000000001,21.25,5.5,18967.54
216,4,240,-60,0.78,21,6,18709.423
216,4,255,-59.0,0.78,21.0,6.25,18672.874
216,4,270,-58.0,0.78,21.0,6.5,18626.689
216,4,285,-57.0,0.78,21.0,6.75,18600.385
216,4,300,-56,0.78,21,7,18560.001
216,4,315,-57.75,0.8275,19.65,7.0,18446.862
216,4,330,-59.5,0.875,18.3,7.0,18420.71
216,4,345,-61.25,0.9225,16.95,7.0,18454.505
216,4,360,-63,0.97,15.6,7,18476.614
216,4,375,-61.75,0.9349999999999999,16.7,7.0,18415.182
216,4,390,-60.5,0.8999999999999999,17.8,7.0,18378.422
216,4,405,-59.25,0.865,18.9,7.0,18353.025
216,4,420,-58,0.83,20,7,18326.083
216,4,435,-58.0,0.8425,19.75,7.5,18380.492
216,4,450,-58.0,0.855,19.5,8.0,18365.0409999999
216,4,465,-58.0,0.8674999999999999,19.25,8.5,18317.586
216,4,480,-58,0.88,19,9,18309.623
216,4,495,-57.75,0.88,19.0,8.5,18289.744
216,4,510,-57.5,0.88,19.0,8.0,18366.109
216,4,525,-57.25,0.88,19.0,7.5,18324.759
216,4,540,-57,0.88,19,7,18313.1659999999
216,4,555,-62.25,0.895,18.75,7.0,18255.034
216,4,570,-67.5,0.9099999999999999,18.5,7.0,18324.867
216,4,585,-72.75,0.9249999999999999,18.25,7.0,18336.1
216,4,600,-78,0.94,18,7,19194.747
216,4,615,-72.5,0.9249999999999999,18.0,7.0,19434.869
216,4,630,-67.0,0.9099999999999999,18.0,7.0,19533.531
216,4,645,-61.5,0.895,18.0,7.0,19488.208
216,4,660,-56,0.88,18,7,19843.082
216,4,675,-25.5,0.8674999999999999,18.25,7.0,20119.291
216,4,690,5.0,0.855,18.5,7.0,20284.0419999999
216,4,705,35.5,0.8425,18.75,7.0,20418.5049999999
216,4,720,66,0.83,19,7,20559.3729999999
216,4,735,102.75,0.83,19.25,7.0,20945.224
216,4,750,139.5,0.83,19.5,7.0,21234.532
216,4,765,176.25,0.83,19.75,7.0,21485.344
216,4,780,213,0.83,20,7,21609.178
216,4,795,249.5,0.83,20.0,7.0,21806.623
216,4,810,286.0,0.83,20.0,7.0,21977.4449999999
216,4,825,322.5,0.83,20.0,7.0,22177.945
216,4,840,359,0.83,20,7,22331.4339999999
216,4,855,389.75,0.8175,20.25,7.0,22536.61
216,4,870,420.5,0.8049999999999999,20.5,7.0,22642.499
216,4,885,451.25,0.7925,20.75,7.0,22781.14
216,4,900,482,0.78,21,7,22787.3659999999
216,4,915,505.75,0.7575000000000001,21.75,6.75,22872.167
216,4,930,529.5,0.735,22.5,6.5,22892.69
216,4,945,553.25,0.7124999999999999,23.25,6.25,22896.497
216,4,960,577,0.69,24,6,22935.619
216,4,975,591.25,0.6699999999999999,24.25,5.5,22978.027
216,4,990,605.5,0.6499999999999999,24.5,5.0,22911.0599999999
216,4,1005,619.75,0.63,24.75,4.5,22928.5739999999
216,4,1020,634,0.61,25,4,22936.8169999999
216,4,1035,634.75,0.585,25.25,4.5,22880.742
216,4,1050,635.5,0.56,25.5,5.0,23003.82
216,4,1065,636.25,0.535,25.75,5.5,23019.07
216,4,1080,637,0.51,26,6,23159.136
216,4,1095,628.75,0.5075000000000001,26.65,5.0,23197.147
216,4,1110,620.5,0.505,27.3,4.0,23365.3959999999
216,4,1125,612.25,0.5025,27.950000000000003,3.0,23574.3059999999
216,4,1140,604,0.5,28.6,2,23459.861
216,4,1155,586.5,0.5,28.525000000000002,2.0,23406.948
216,4,1170,569.0,0.5,28.450000000000003,2.0,23319.314
216,4,1185,551.5,0.5,28.375,2.0,23217.619
216,4,1200,534,0.5,28.3,2,23110.3609999999
216,4,1215,505.25,0.505,28.125,2.0,23132.929
216,4,1230,476.5,0.51,27.950000000000003,2.0,22976.096
216,4,1245,447.75,0.515,27.775000000000002,2.0,22728.8379999999
216,4,1260,419,0.52,27.6,2,22583.067
216,4,1275,387.0,0.5025000000000001,27.700000000000003,2.5,22368.0259999999
216,4,1290,355.0,0.485,27.8,3.0,22178.995
216,4,1305,323.0,0.4675,27.9,3.5,21969.477
216,4,1320,291,0.45,28,4,21542.93
216,4,1335,260.75,0.525,27.575,3.5,21251.125
216,4,1350,230.5,0.6,27.15,3.0,21090.922
216,4,1365,200.25,0.675,26.725,2.5,20927.1459999999
216,4,1380,170,0.75,26.3,2,20686.26
216,4,1395,138.0,0.69,26.225,2.0,20499.998
216,4,1410,106.0,0.63,26.15,2.0,20448.783
216,4,1425,74.0,0.5700000000000001,26.075,2.0,20380.329
217,5,0,42,0.51,26,2,20007.379
217,5,15,22.25,0.6,23.925,2.0,19696.738
217,5,30,2.5,0.69,21.85,2.0,19637.8649999999
217,5,45,-17.25,0.78,19.775,2.0,19614.042
217,5,60,-37,0.87,17.7,2,19343.16
217,5,75,-37.25,0.87,17.55,2.0,19252.176
217,5,90,-37.5,0.87,17.4,2.0,19219.764
217,5,105,-37.75,0.87,17.25,2.0,19219.7049999999
217,5,120,-38,0.87,17.1,2,18897.825
217,5,135,-37.75,0.87,17.1,2.5,18876.4899999999
217,5,150,-37.5,0.87,17.1,3.0,19003.468
217,5,165,-37.25,0.87,17.1,3.5,18965.463
217,5,180,-37,0.87,17.1,4,18677.199
217,5,195,-37.0,0.87,17.200000000000003,4.5,18493.985
217,5,210,-37.0,0.87,17.3,5.0,18605.734
217,5,225,-37.0,0.87,17.4,5.5,18685.5429999999
217,5,240,-37,0.87,17.5,6,18354.019
217,5,255,-37.25,0.8475,17.575,6.0,18309.861
217,5,270,-37.5,0.825,17.65,6.0,18341.715
217,5,285,-37.75,0.8025,17.725,6.0,18307.0619999999
217,5,300,-38,0.78,17.8,6,18279.9189999999
217,5,315,-39.75,0.78,17.8,6.0,18271.886
217,5,330,-41.5,0.78,17.8,6.0,18141.744
217,5,345,-43.25,0.78,17.8,6.0,18182.056
217,5,360,-45,0.78,17.8,6,18122.754
217,5,375,-43.5,0.7575000000000001,18.85,5.0,18098.373
217,5,390,-42.0,0.735,19.9,4.0,18202.996
217,5,405,-40.5,0.7124999999999999,20.95,3.0,18248.972
217,5,420,-39,0.69,22,2,18204.7699999999
217,5,435,-37.25,0.7,22.0,2.0,18143.748
217,5,450,-35.5,0.71,22.0,2.0,18102.843
217,5,465,-33.75,0.72,22.0,2.0,18097.451
217,5,480,-32,0.73,22,2,18101.01
217,5,495,-32.25,0.72,22.0,2.5,18025.422
217,5,510,-32.5,0.71,22.0,3.0,18133.999
217,5,525,-32.75,0.7,22.0,3.5,18113.587
217,5,540,-33,0.69,22,4,18205.372
217,5,555,-37.0,0.7,21.75,3.5,18187.254
217,5,570,-41.0,0.71,21.5,3.0,18176.58
217,5,585,-45.0,0.72,21.25,2.5,18137.814
217,5,600,-49,0.73,21,2,18415.249
217,5,615,-48.25,0.7424999999999999,21.0,2.5,18381.027
217,5,630,-47.5,0.755,21.0,3.0,18470.993
217,5,645,-46.75,0.7675000000000001,21.0,3.5,18489.613
217,5,660,-46,0.78,21,4,18808.8
217,5,675,-26.25,0.7675000000000001,21.5,4.5,18897.266
217,5,690,-6.5,0.755,22.0,5.0,18954.436
217,5,705,13.25,0.7424999999999999,22.5,5.5,18942.653
217,5,720,33,0.73,23,6,18991.3209999999
217,5,735,63.75,0.7424999999999999,22.75,6.0,19180.666
217,5,750,94.5,0.755,22.5,6.0,19289.103
217,5,765,125.25,0.7675000000000001,22.25,6.0,19457.5049999999
217,5,780,156,0.78,22,6,20204.726
217,5,795,194.75,0.7525000000000001,22.65,6.0,20559.53
217,5,810,233.5,0.7250000000000001,23.3,6.0,20709.733
217,5,825,272.25,0.6975,23.950000000000003,6.0,20895.376
217,5,840,311,0.67,24.6,6,21253.699
217,5,855,346.75,0.665,24.700000000000003,5.5,21149.391
217,5,870,382.5,0.66,24.8,5.0,21589.005
217,5,885,418.25,0.655,24.9,4.5,21660.028
217,5,900,454,0.65,25,4,21626.4999999999
217,5,915,481.0,0.64,25.25,4.75,21544.93
217,5,930,508.0,0.63,25.5,5.5,21652.925
217,5,945,535.0,0.62,25.75,6.25,21718.144
217,5,960,562,0.61,26,7,21831.783
217,5,975,585.5,0.595,26.5,7.0,21809.96
217,5,990,609.0,0.5800000000000001,27.0,7.0,21952.787
217,5,1005,632.5,0.5650000000000001,27.5,7.0,21934.087
217,5,1020,656,0.55,28,7,21913.466
217,5,1035,631.0,0.5575,28.15,7.0,21978.413
217,5,1050,606.0,0.565,28.3,7.0,22028.56
217,5,1065,581.0,0.5725,28.450000000000003,7.0,22011.21
217,5,1080,556,0.58,28.6,7,22036.674
217,5,1095,501.25,0.5575,28.950000000000003,7.0,21978.6319999999
217,5,1110,446.5,0.5349999999999999,29.3,7.0,22294.162
217,5,1125,391.75,0.5125,29.65,7.0,22213.9
217,5,1140,337,0.49,30,7,22247.583
217,5,1155,335.75,0.4975,30.0,7.5,22253.0979999999
217,5,1170,334.5,0.505,30.0,8.0,22129.271
217,5,1185,333.25,0.5125,30.0,8.5,22129.7569999999
217,5,1200,332,0.52,30,9,22112.615
217,5,1215,279.75,0.52,30.0,8.5,22029.126
217,5,1230,227.5,0.52,30.0,8.0,22089.706
217,5,1245,175.25,0.52,30.0,7.5,21905.942
217,5,1260,123,0.52,30,7,21371.904
217,5,1275,101.5,0.625,28.15,7.5,21206.7579999999
217,5,1290,80.0,0.73,26.3,8.0,21105.453
217,5,1305,58.5,0.835,24.450000000000003,8.5,20766.552
217,5,1320,37,0.94,22.6,9,20817.462
217,5,1335,26.25,0.85,24.200000000000003,8.5,20645.758
217,5,1350,15.5,0.76,25.8,8.0,20688.218
217,5,1365,4.75,0.6699999999999999,27.4,7.5,20619.497
217,5,1380,-6,0.58,29,7,20343.883
217,5,1395,-7.75,0.6775,26.925,6.25,20291.923
217,5,1410,-9.5,0.7749999999999999,24.85,5.5,20207.689
217,5,1425,-11.25,0.8724999999999999,22.775,4.75,20140.811
218,6,0,-13,0.97,20.7,4,20136.879
218,6,15,-14.75,0.97,21.175,4.5,20222.801
218,6,30,-16.5,0.97,21.65,5.0,20098.231
218,6,45,-18.25,0.97,22.125,5.5,20075.597
218,6,60,-20,0.97,22.6,6,19871.1679999999
218,6,75,-19.0,0.8925,23.700000000000003,6.0,19936.733
218,6,90,-18.0,0.815,24.8,6.0,19880.877
218,6,105,-17.0,0.7375,25.9,6.0,19669.485
218,6,120,-16,0.66,27,6,19394.683
218,6,135,-15.75,0.6675,26.5,6.25,19363.6319999999
218,6,150,-15.5,0.675,26.0,6.5,19414.1849999999
218,6,165,-15.25,0.6825,25.5,6.75,19406.7529999999
218,6,180,-15,0.69,25,7,19334.296
218,6,195,-14.25,0.725,24.5,6.25,19144.3289999999
218,6,210,-13.5,0.76,24.0,5.5,18693.479
218,6,225,-12.75,0.7949999999999999,23.5,4.75,18989.75
218,6,240,-12,0.83,23,4,18637.94
218,6,255,-13.0,0.87,22.625,4.5,18707.4689999999
218,6,270,-14.0,0.9099999999999999,22.25,5.0,18640.1469999999
218,6,285,-15.0,0.95,21.875,5.5,18706.667
218,6,300,-16,0.99,21.5,6,18787.599
218,6,315,-15.75,0.99,21.425,6.0,18723.795
218,6,330,-15.5,0.99,21.35,6.0,18658.188
218,6,345,-15.25,0.99,21.275,6.0,18671.283
218,6,360,-15,0.99,21.2,6,18661.8
218,6,375,-14.75,0.9625,21.4,5.5,18711.414
218,6,390,-14.5,0.935,21.6,5.0,18745.125
218,6,405,-14.25,0.9075,21.8,4.5,18627.836
218,6,420,-14,0.88,22,4,18666.316
218,6,435,-13.75,0.88,22.0,4.5,18632.658
218,6,450,-13.5,0.88,22.0,5.0,18527.187
218,6,465,-13.25,0.88,22.0,5.5,18547.386
218,6,480,-13,0.88,22,6,18601.835
218,6,495,-12.5,0.88,22.0,6.0,18593.375
218,6,510,-12.0,0.88,22.0,6.0,18558.651
218,6,525,-11.5,0.88,22.0,6.0,18600.463
218,6,540,-11,0.88,22,6,18547.658
218,6,555,-12.75,0.9075,21.575,6.25,18595.3089999999
218,6,570,-14.5,0.935,21.15,6.5,18570.7409999999
218,6,585,-16.25,0.9625,20.725,6.75,18618.398
218,6,600,-18,0.99,20.3,7,19018.139
218,6,615,-22.5,0.9875,20.3,6.75,19261.496
218,6,630,-27.0,0.985,20.3,6.5,19375.994
218,6,645,-31.5,0.9824999999999999,20.3,6.25,19440.573
218,6,660,-36,0.98,20.3,6,19551.866
218,6,675,-24.75,0.9775,20.45,5.5,19573.128
218,6,690,-13.5,0.975,20.6,5.0,19661.481
218,6,705,-2.25,0.9724999999999999,20.75,4.5,19623.942
218,6,720,9,0.97,20.9,4,20007.122
218,6,735,49.0,0.96,21.299999999999997,4.0,20122.932
218,6,750,89.0,0.95,21.7,4.0,20464.414
218,6,765,129.0,0.9400000000000001,22.1,4.0,20589.383
218,6,780,169,0.93,22.5,4,21113.976
218,6,795,188.75,0.925,22.625,4.75,21253.456
218,6,810,208.5,0.92,22.75,5.5,21117.5149999999
218,6,825,228.25,0.915,22.875,6.25,21355.266
218,6,840,248,0.91,23,7,21389.751
218,6,855,298.25,0.9025000000000001,23.225,6.75,21464.8639999999
218,6,870,348.5,0.895,23.45,6.5,21386.992
218,6,885,398.75,0.8875,23.674999999999997,6.25,21345.315
218,6,900,449,0.88,23.9,6,21411.285
218,6,915,457.75,0.845,24.174999999999997,6.0,21454.39
218,6,930,466.5,0.81,24.45,6.0,21327.305
218,6,945,475.25,0.775,24.725,6.0,21336.672
218,6,960,484,0.74,25,6,21405.116
218,6,975,475.75,0.73,25.25,6.0,21460.1
218,6,990,467.5,0.72,25.5,6.0,21596.526
218,6,1005,459.25,0.71,25.75,6.0,21528.993
218,6,1020,451,0.7,26,6,21566.7209999999
218,6,1035,424.5,0.6799999999999999,26.25,6.0,21589.689
218,6,1050,398.0,0.6599999999999999,26.5,6.0,21628.184
218,6,1065,371.5,0.64,26.75,6.0,21611.746
218,6,1080,345,0.62,27,6,21574.88
218,6,1095,308.5,0.6975,26.4,6.0,21562.047
218,6,1110,272.0,0.775,25.8,6.0,21595.483
218,6,1125,235.5,0.8525,25.200000000000003,6.0,21484.0439999999
218,6,1140,199,0.93,24.6,6,21593.906
218,6,1155,183.0,0.8350000000000001,25.700000000000003,6.0,21607.277
218,6,1170,167.0,0.74,26.8,6.0,21491.136
218,6,1185,151.0,0.645,27.9,6.0,21567.427
218,6,1200,135,0.55,29,6,21583.035
218,6,1215,202.5,0.54,29.0,6.0,21556.982
218,6,1230,270.0,0.53,29.0,6.0,21397.252
218,6,1245,337.5,0.52,29.0,6.0,21213.681
218,6,1260,405,0.51,29,6,20692.215
218,6,1275,372.5,0.5549999999999999,27.75,8.25,20755.075
218,6,1290,340.0,0.6,26.5,10.5,20591.159
218,6,1305,307.5,0.645,25.25,12.75,20593.933
218,6,1320,275,0.69,24,15,20357.9189999999
218,6,1335,249.25,0.75,24.15,11.75,20395.662
218,6,1350,223.5,0.81,24.3,8.5,20256.353
218,6,1365,197.75,0.87,24.450000000000003,5.25,20239.054
218,6,1380,172,0.93,24.6,2,20170.506
218,6,1395,137.5,0.9425,23.725,2.0,20121.857
218,6,1410,103.0,0.9550000000000001,22.85,2.0,20121.226
218,6,1425,68.5,0.9675,21.975,2.0,20091.8599999999
219,0,0,34,0.98,21.1,2,20001.425
219,0,15,18.25,0.98,20.8,2.5,20200.754
219,0,30,2.5,0.98,20.5,3.0,20203.864
219,0,45,-13.25,0.98,20.2,3.5,20181.235
219,0,60,-29,0.98,19.9,4,20164.949
219,0,75,-29.0,0.98,19.825,4.0,20211.535
219,0,90,-29.0,0.98,19.75,4.0,20164.603
219,0,105,-29.0,0.98,19.675,4.0,20275.495
219,0,120,-29,0.98,19.6,4,20250.169
219,0,135,-26.0,0.98,19.650000000000002,4.0,20212.436
219,0,150,-23.0,0.98,19.700000000000003,4.0,20373.099
219,0,165,-20.0,0.98,19.75,4.0,20434.045
219,0,180,-17,0.98,19.8,4,20068.182
219,0,195,-15.25,0.955,20.35,4.75,20004.173
219,0,210,-13.5,0.9299999999999999,20.9,5.5,19781.1459999999
219,0,225,-11.75,0.905,21.45,6.25,19767.281
219,0,240,-10,0.88,22,7,19602.532
219,0,255,-11.0,0.9075,21.475,5.75,19424.825
219,0,270,-12.0,0.935,20.95,4.5,19379.679
219,0,285,-13.0,0.9625,20.424999999999997,3.25,19319.307
219,0,300,-14,0.99,19.9,2,19319.912
219,0,315,-14.75,0.99,19.95,2.5,19301.699
219,0,330,-15.5,0.99,20.0,3.0,19277.529
219,0,345,-16.25,0.99,20.05,3.5,19182.35
219,0,360,-17,0.99,20.1,4,18990.432
219,0,375,-19.75,0.9625,20.325000000000003,6.25,18884.626
219,0,390,-22.5,0.935,20.55,8.5,18842.998
219,0,405,-25.25,0.9075,20.775,10.75,18736.787
219,0,420,-28,0.88,21,13,18806.47
219,0,435,-31.0,0.88,20.75,12.5,18826.798
219,0,450,-34.0,0.88,20.5,12.0,18757.983
219,0,465,-37.0,0.88,20.25,11.5,18783.995
219,0,480,-40,0.88,20,11,18858.377
219,0,495,-39.25,0.88,20.0,10.5,18834.717
219,0,510,-38.5,0.88,20.0,10.0,18706.278
219,0,525,-37.75,0.88,20.0,9.5,18743.539
219,0,540,-37,0.88,20,9,18705.787
219,0,555,-41.5,0.895,20.0,8.5,18712.2399999999
219,0,570,-46.0,0.9099999999999999,20.0,8.0,18787.904
219,0,585,-50.5,0.9249999999999999,20.0,7.5,18908.694
219,0,600,-55,0.94,20,7,19980.076
219,0,615,-52.25,0.9249999999999999,20.0,7.5,20163.782
219,0,630,-49.5,0.9099999999999999,20.0,8.0,20245.677
219,0,645,-46.75,0.895,20.0,8.5,20240.862
219,0,660,-44,0.88,20,9,20508.322
219,0,675,-18.5,0.8674999999999999,20.25,9.5,20856.48
219,0,690,7.0,0.855,20.5,10.0,20962.3479999999
219,0,705,32.5,0.8425,20.75,10.5,21034.334
219,0,720,58,0.83,21,11,21613.6049999999
219,0,735,86.0,0.83,21.0,10.5,21868.4889999999
219,0,750,114.0,0.83,21.0,10.0,22081.424
219,0,765,142.0,0.83,21.0,9.5,22275.5419999999
219,0,780,170,0.83,21,9,22582.995
219,0,795,213.25,0.8175,21.3,9.5,22785.58
219,0,810,256.5,0.8049999999999999,21.6,10.0,23024.666
219,0,825,299.75,0.7925,21.9,10.5,23177.083
219,0,840,343,0.78,22.2,11,22978.55
219,0,855,376.0,0.76,22.55,11.0,22888.487
219,0,870,409.0,0.74,22.9,11.0,23267.714
219,0,885,442.0,0.72,23.25,11.0,23341.464
219,0,900,475,0.7,23.6,11,23475.679
219,0,915,502.0,0.6975,23.450000000000003,10.5,23405.8649999999
219,0,930,529.0,0.695,23.3,10.0,23565.22
219,0,945,556.0,0.6924999999999999,23.15,9.5,23868.672
219,0,960,583,0.69,23,9,23767.745
219,0,975,596.0,0.69,23.0,8.5,23596
219,0,990,609.0,0.69,23.0,8.0,23600.574
219,0,1005,622.0,0.69,23.0,7.5,23600.9009999999
219,0,1020,635,0.69,23,7,23642.004
219,0,1035,639.0,0.6699999999999999,23.5,7.5,23634.689
219,0,1050,643.0,0.6499999999999999,24.0,8.0,23470.912
219,0,1065,647.0,0.63,24.5,8.5,23361.085
219,0,1080,651,0.61,25,9,23346.91
219,0,1095,641.5,0.61,25.0,8.5,23276.707
219,0,1110,632.0,0.61,25.0,8.0,23270.701
219,0,1125,622.5,0.61,25.0,7.5,23171.97
219,0,1140,613,0.61,25,7,23227.4459999999
219,0,1155,593.5,0.5925,25.25,6.75,23220.512
219,0,1170,574.0,0.575,25.5,6.5,22891.592
219,0,1185,554.5,0.5575,25.75,6.25,23009.5949999999
219,0,1200,535,0.54,26,6,22865.942
219,0,1215,506.0,0.54,26.0,6.0,22860.193
219,0,1230,477.0,0.54,26.0,6.0,22800.296
219,0,1245,448.0,0.54,26.0,6.0,22608.338
219,0,1260,419,0.54,26,6,22275.7709999999
219,0,1275,386.0,0.525,26.0,6.25,22181.135
219,0,1290,353.0,0.51,26.0,6.5,22040.9109999999
219,0,1305,320.0,0.495,26.0,6.75,21746.0049999999
219,0,1320,287,0.48,26,7,21541.8649999999
219,0,1335,255.75,0.46499999999999997,26.25,7.0,21398.801
219,0,1350,224.5,0.44999999999999996,26.5,7.0,21288.224
219,0,1365,193.25,0.435,26.75,7.0,21059.2389999999
219,0,1380,162,0.42,27,7,20709.124
219,0,1395,126.0,0.4275,26.75,6.75,20495.0179999999
219,0,1410,90.0,0.435,26.5,6.5,20526.2889999999
219,0,1425,54.0,0.4425,26.25,6.25,20590.158
220,1,0,18,0.45,26,6,20573.0419999999
220,1,15,-1.75,0.545,23.875,5.5,20864.03
220,1,30,-21.5,0.64,21.75,5.0,20917.59
220,1,45,-41.25,0.735,19.625,4.5,20704.445
220,1,60,-61,0.83,17.5,4,19968.071
220,1,75,-60.0,0.8274999999999999,17.375,4.5,19868.217
220,1,90,-59.0,0.825,17.25,5.0,19606.636
220,1,105,-58.0,0.8225,17.125,5.5,19549.652
220,1,120,-57,0.82,17,6,18963.726
220,1,135,-55.5,0.8175,16.925,6.0,18793.727
220,1,150,-54.0,0.815,16.85,6.0,18922.663
220,1,165,-52.5,0.8125,16.775,6.0,18882.2749999999
220,1,180,-51,0.81,16.7,6,18567.573
220,1,195,-49.0,0.74,17.775,6.0,18439.785
220,1,210,-47.0,0.67,18.85,6.0,18208.488
220,1,225,-45.0,0.6000000000000001,19.925,6.0,18305.515
220,1,240,-43,0.53,21,6,18162.755
220,1,255,-44.25,0.585,19.875,6.0,18028.687
220,1,270,-45.5,0.64,18.75,6.0,17992.391
220,1,285,-46.75,0.6950000000000001,17.625,6.0,18013.675
220,1,300,-48,0.75,16.5,6,18080.6279999999
220,1,315,-51.0,0.75,16.275,6.0,17852.997
220,1,330,-54.0,0.75,16.05,6.0,17589.362
220,1,345,-57.0,0.75,15.825,6.0,17797.923
220,1,360,-60,0.75,15.6,6,17992.8299999999
220,1,375,-58.75,0.7575000000000001,15.375,6.0,17929.159
220,1,390,-57.5,0.765,15.149999999999999,6.0,17732.3829999999
220,1,405,-56.25,0.7725,14.924999999999999,6.0,17750.538
220,1,420,-55,0.78,14.7,6,17906.3079999999
220,1,435,-54.75,0.735,15.774999999999999,6.25,17870.964
220,1,450,-54.5,0.69,16.85,6.5,17613.936
220,1,465,-54.25,0.645,17.925,6.75,17697.862
220,1,480,-54,0.6,19,7,17727.379
220,1,495,-53.75,0.62,18.75,6.75,17653.773
220,1,510,-53.5,0.64,18.5,6.5,17706.834
220,1,525,-53.25,0.66,18.25,6.25,17652.923
220,1,540,-53,0.68,18,6,17749.296
220,1,555,-54.0,0.6925,18.0,6.0,17831.321
220,1,570,-55.0,0.7050000000000001,18.0,6.0,18174.705
220,1,585,-56.0,0.7175,18.0,6.0,18406.046
220,1,600,-57,0.73,18,6,19149.467
220,1,615,-53.25,0.7375,17.525,6.25,19430.472
220,1,630,-49.5,0.745,17.05,6.5,19626.301
220,1,645,-45.75,0.7525,16.575000000000003,6.75,19704.361
220,1,660,-42,0.76,16.1,7,19975.7889999999
220,1,675,-24.5,0.8049999999999999,16.325000000000003,6.25,20347.2409999999
220,1,690,-7.0,0.85,16.55,5.5,20595.8749999999
220,1,705,10.5,0.895,16.775,4.75,20680.117
220,1,720,28,0.94,17,4,20914.8239999999
220,1,735,53.5,0.8899999999999999,17.45,4.5,21172.9509999999
220,1,750,79.0,0.84,17.9,5.0,21465.637
220,1,765,104.5,0.79,18.35,5.5,21778.71
220,1,780,130,0.74,18.8,6,22020.593
220,1,795,178.75,0.7625,18.85,6.0,22314.2039999999
220,1,810,227.5,0.7849999999999999,18.9,6.0,22501.837
220,1,825,276.25,0.8075,18.95,6.0,22733.7809999999
220,1,840,325,0.83,19,6,22996.1289999999
220,1,855,346.0,0.83,19.5,5.5,23082.14
220,1,870,367.0,0.83,20.0,5.0,23365.197
220,1,885,388.0,0.83,20.5,4.5,23518.999
220,1,900,409,0.83,21,4,23638.0939999999
220,1,915,429.0,0.8049999999999999,21.5,4.5,23820.4539999999
220,1,930,449.0,0.78,22.0,5.0,23753.456
220,1,945,469.0,0.755,22.5,5.5,23681.842
220,1,960,489,0.73,23,6,23672.849
220,1,975,501.5,0.71,23.25,6.0,23680.322
220,1,990,514.0,0.69,23.5,6.0,23532.671
220,1,1005,526.5,0.67,23.75,6.0,23696.8059999999
220,1,1020,539,0.65,24,6,23910.604
220,1,1035,534.25,0.64,24.25,6.25,23895.2269999999
220,1,1050,529.5,0.63,24.5,6.5,23783.424
220,1,1065,524.75,0.62,24.75,6.75,23646.163
220,1,1080,520,0.61,25,7,23838.807
220,1,1095,515.5,0.585,25.25,7.0,23702.9369999999
220,1,1110,511.0,0.56,25.5,7.0,23702.967
220,1,1125,506.5,0.535,25.75,7.0,23675.48
220,1,1140,502,0.51,26,7,23735.2919999999
220,1,1155,479.0,0.5225,26.0,8.0,23632.6099999999
220,1,1170,456.0,0.535,26.0,9.0,23460.872
220,1,1185,433.0,0.5475000000000001,26.0,10.0,23330.828
220,1,1200,410,0.56,26,11,23291.92
220,1,1215,390.75,0.5475000000000001,26.0,9.75,23241.551
220,1,1230,371.5,0.535,26.0,8.5,23135.756
220,1,1245,352.25,0.5225,26.0,7.25,23035.583
220,1,1260,333,0.51,26,6,22730.007
220,1,1275,272.75,0.5025,26.0,6.0,22543.857
220,1,1290,212.5,0.495,26.0,6.0,22440.692
220,1,1305,152.25,0.4875,26.0,6.0,22253.754
220,1,1320,92,0.48,26,6,22105.819
220,1,1335,72.25,0.5475,24.725,7.25,21912.168
220,1,1350,52.5,0.615,23.45,8.5,21811.159
220,1,1365,32.75,0.6825,22.174999999999997,9.75,21747.905
220,1,1380,13,0.75,20.9,11,21584.491
220,1,1395,6.5,0.7675,20.5,11.5,21552.797
220,1,1410,0.0,0.7849999999999999,20.1,12.0,21562.261
220,1,1425,-6.5,0.8025,19.7,12.5,21720.0509999999
221,2,0,-13,0.82,19.3,13,21608.665
221,2,15,-13.25,0.7975,20.225,10.75,21706.783
221,2,30,-13.5,0.7749999999999999,21.15,8.5,21767.782
221,2,45,-13.75,0.7525,22.075,6.25,21478.355
221,2,60,-14,0.73,23,4,20922.866
221,2,75,-12.75,0.7675,22.5,4.5,20643.034
221,2,90,-11.5,0.8049999999999999,22.0,5.0,20434.214
221,2,105,-10.25,0.8425,21.5,5.5,20341.111
221,2,120,-9,0.88,21,6,19752.5769999999
221,2,135,-8.0,0.88,20.75,6.0,19651.4159999999
221,2,150,-7.0,0.88,20.5,6.0,19753.243
221,2,165,-6.0,0.88,20.25,6.0,19754.6679999999
221,2,180,-5,0.88,20,6,19353.979
221,2,195,-5.75,0.895,20.0,6.0,19333.17
221,2,210,-6.5,0.9099999999999999,20.0,6.0,19256.54
221,2,225,-7.25,0.9249999999999999,20.0,6.0,19361.4349999999
221,2,240,-8,0.94,20,6,19290.0569999999
221,2,255,-7.25,0.94,20.0,6.25,19166.554
221,2,270,-6.5,0.94,20.0,6.5,19128.556
221,2,285,-5.75,0.94,20.0,6.75,19128.982
221,2,300,-5,0.94,20,7,19095.654
221,2,315,-5.0,0.94,20.0,6.75,19022.688
221,2,330,-5.0,0.94,20.0,6.5,18920.323
221,2,345,-5.0,0.94,20.0,6.25,18937.277
221,2,360,-5,0.94,20,6,18740.086
221,2,375,-4.75,0.94,19.75,7.25,18877.935
